,PLAYER_ID,DOB,GENDER,AVG_BET,BET_TOTAL,INITIAL_AMOUNT,INITIAL_PROMO_AMOUNT,FINAL_AMOUNT,FINAL_PROMO_AMOUNT,MACHINE_ID,WIN_TOTAL,GAMES_PLAYED_TOTAL,GAMES_WON_TOTAL,TIME_ON_DEVICE_SEC,PLAYER_LEVEL_ID,AVG_BET_std,BET_TOTAL_std,INITIAL_AMOUNT_std,INITIAL_PROMO_AMOUNT_std,FINAL_AMOUNT_std,FINAL_PROMO_AMOUNT_std,WIN_TOTAL_std,GAMES_PLAYED_TOTAL_std,GAMES_WON_TOTAL_std,TIME_ON_DEVICE_SEC_std,Edad,Rango_Edad,Rango_Edad_le,Cluster
30,53F3CF34-BD5D-43B0-84FE-FF1BED930F30,1963-01-02,0,11.64,651.75,350.39,150.0,0.0,5.39,2277C351-BC5C-4629-B414-23046E8A64E8,156.75,56.0,18.0,998.0,5,0.7017529210211993,-0.05342323901916773,-0.015664951161192306,0.36372822429100393,-0.1712778580056703,-0.18842608425687743,-0.03482980444714958,-0.3435008113977012,-0.3336557177909351,0.3243985756174207,62,55-64,4,0
31,6AC9B329-5126-48F1-8B39-D9164D5B6750,2000-06-22,1,5.0,225.0,150.0,2.1,1.2,2.1,7BF8D765-4C91-4D17-8772-D0C2ECDAA5DE,76.2,45.0,15.0,222.0,1,-0.14653880468396865,-0.13777250891463827,-0.7099333146811864,-0.09580233123322218,-0.17063091016316118,-0.22624672513780242,-0.04021232156155289,-0.39048408820985325,-0.3735778634419668,-0.3864374100847276,25,25-34,1,1
32,6D4BD6CD-55FF-450B-AE91-64E64FD7C298,1949-07-23,0,3.54,336.0,91.56,0.0,2.31,0.0,AD5B631D-76D5-4BAC-97B5-9B9103EAE0A2,246.75,95.0,48.0,342.0,5,-0.3330607805167315,-0.11583280426695877,-0.912403713224569,-0.10232710585527002,-0.17003248340884022,-0.25038755974264815,-0.028815818844464314,-0.17692373906370767,0.06556573871938176,-0.27651431951223043,76,65+,5,0
33,4629DD3A-29D1-4E13-9498-7404DE331AD6,1978-02-07,0,2.86,148.5,98.95,0.0,1.2,0.0,BCB722C2-CBE2-4CD6-A578-43BDD17894B7,50.75,52.0,19.0,167.0,4,-0.4199340295347306,-0.1528931161718228,-0.886800423607259,-0.10232710585527002,-0.17063091016316118,-0.25038755974264815,-0.04191294304586778,-0.3605856393293929,-0.3203483359072579,-0.4368188265971221,47,45-54,3,1
34,4FAFC2CE-65DA-45C1-9DB4-AD65E402EA81,1965-06-01,1,2.0,80.0,52.15,0.0,1.4,0.0,DEDEF1E1-6AB1-4B48-B2CE-DDCE090C6858,29.25,40.0,12.0,154.0,2,-0.529803138586906,-0.1664324834543998,-1.048943042563972,-0.10232710585527002,-0.170523085522743,-0.25038755974264815,-0.04334961738428704,-0.4118401231244678,-0.4135000090929985,-0.44872716140914265,60,55-64,4,0
35,263E25A1-84E8-47E9-8B77-B90C6201CDA6,1990-08-14,0,25.0,725.0,504.1,0.0,0.1,0.0,EB60F19E-D8FB-46C9-8BBD-AB321E9D8491,221.0,29.0,10.0,169.0,1,2.4085567546689464,-0.03894501050166751,0.5168765437071061,-0.10232710585527002,-0.1712239456854612,-0.25038755974264815,-0.03053648694745482,-0.45882339993661986,-0.44011477286035294,-0.43498677508758055,34,25-34,1,1
36,706D2D5B-DC19-4198-9E03-E919E08260E0,1966-06-01,1,2.0,228.0,150.05,0.0,140.55,0.0,4926B5D3-0D6F-4498-A464-1B2F2E74D2E7,218.5,114.0,44.0,448.0,5,-0.529803138586906,-0.13717954392416046,-0.7097600853874291,-0.10232710585527002,-0.09550409195178784,-0.25038755974264815,-0.030703542103084968,-0.09577080638817233,0.012336211184672844,-0.17941558950652464,59,55-64,4,0
37,1C63C7F6-CB99-4834-9860-37EE9C9CA841,1959-11-21,0,2.66,1256.0,201.14,0.0,0.14,0.0,DC565C42-8843-490E-B5E5-5A0C4E1D38E2,1055.0,472.0,91.0,2239.0,4,-0.44548498512825974,0.06600979281290745,-0.5327543930263509,-0.10232710585527002,-0.1712023807573776,-0.25038755974264815,0.02519311297076199,1.4333212934982305,0.6377831597175027,1.4611865372879955,65,65+,5,0
38,F8E04F0B-8433-4184-AD8E-85D2B63F806D,1951-06-08,0,1.53,33.75,63.3,0.0,33.55,0.0,37337BF2-8699-4474-AC99-078A493273F8,4.0,22.0,8.0,76.0,7,-0.5898478842316994,-0.17557402705759959,-1.0103129100561226,-0.10232710585527002,-0.15319027457551906,-0.25038755974264815,-0.04503687445615152,-0.48872184881708025,-0.46672953662770744,-0.5201771702812659,74,65+,5,0
39,B4D5EB8F-921B-4641-9613-E51FC3608987,1981-10-06,0,10.74,633.6,504.25,0.0,3.15,0.0,D38CD9E4-17E8-428A-A2BC-3B33AB5DB3DF,132.5,59.0,29.0,142.0,8,0.586773620850318,-0.057010677211558565,0.5173962315883776,-0.10232710585527002,-0.16957961991908385,-0.25038755974264815,-0.036450239456762,-0.3306871904489325,-0.1872745170704856,-0.4597194704663924,43,35-44,2,1
40,86A4EDC0-4DB2-4190-AFA8-53B29EDB834E,1947-10-19,0,3.27,3105.5,200.39,200.0,0.89,0.0,E8EF1A30-79FD-4245-9278-3430A2A580A0,2706.0,950.0,187.0,3272.0,1,-0.36755457056799584,0.4315727094424863,-0.5353528324327084,0.5190800010064286,-0.17079803835580937,-0.25038755974264815,0.13551633774891061,3.4749582313353824,1.9152918205505167,2.407441141966242,77,65+,5,2
41,4CA12AD1-BEAD-4FB1-A3F9-8E9B2AC8F6AB,1998-05-31,0,0.0,0.0,253.95,0.0,253.95,0.0,31F06642-9997-4C4A-85EF-09A1E1E94911,0.0,0.0,0.0,22.0,1,-0.7853126945221974,-0.18224488320047513,-0.3497896129600257,-0.10232710585527002,-0.03436752083467457,-0.25038755974264815,-0.04530416270515975,-0.5826884024413843,-0.5731885916971252,-0.5696425610388895,27,25-34,1,1
42,930301D8-5DE8-49F3-84F5-CC1C6AFDDD0B,1959-11-06,1,13.07,6023.6,1001.47,0.0,2.87,0.0,D38CD9E4-17E8-428A-A2BC-3B33AB5DB3DF,5025.0,461.0,231.0,1469.0,5,0.8844422535149327,1.0083497556802663,2.240057620427199,-0.10232710585527002,-0.1697305744156693,-0.25038755974264815,0.29047670011143434,1.3863380166860784,2.5008166234323146,0.755846706114472,65,65+,5,3
43,AADEABAA-545E-48DF-8205-43B8DE7ABD76,1970-09-10,0,12.5,112.5,503.15,0.0,1033.15,0.0,C28A852B-ACD2-4C87-9D7F-C5244898F5E8,642.5,9.0,4.0,396.0,4,0.8116220300733746,-0.1600086960575567,0.5135851871257197,-0.10232710585527002,0.3857172782345907,-0.25038755974264815,-0.0023709877082121527,-0.5442475395950781,-0.5199590641624163,-0.22704892875460672,54,45-54,3,1
44,B80CE6BC-CD85-462D-A638-494B92FA7B62,1971-01-21,1,4.4,572.0,222.25,0.0,1.25,0.0,27520450-8C51-4174-A007-4E3E852A2208,351.0,130.0,18.0,577.0,1,-0.22319167146455607,-0.06918622501603656,-0.4596169852020727,-0.10232710585527002,-0.17060395400305664,-0.25038755974264815,-0.02184961885468721,-0.027431494661405736,-0.3336557177909351,-0.06124826714109018,54,45-54,3,1
45,7106D124-A84B-4655-ACBB-0A2E9B65200D,1966-06-12,0,2.26,1486.0,196.25,0.0,0.25,0.0,FF19E451-6E89-49F4-A7AF-93297E37133A,1290.0,658.0,143.0,3317.0,2,-0.49658689631531805,0.111470442082874,-0.5496962179558021,-0.10232710585527002,-0.17114307720514757,-0.25038755974264815,0.04089629759999574,2.227765792321892,1.3297670176687186,2.4486623009309283,59,55-64,4,0
46,82B0FFB8-20BE-47AF-B6E2-F9329E461526,1960-02-15,0,3.63,1254.0,500.92,0.0,1263.92,0.0,D7C47777-5B07-4EB9-A94D-EAD6FFAEAA6A,2017.0,345.0,149.0,1158.0,8,-0.32156285049964334,0.06561448281925555,0.5058591606241499,-0.10232710585527002,0.5101307395811183,-0.25038755974264815,0.08947593685724228,0.8908780066670204,1.409611308970782,0.4709626963807502,65,65+,5,0
47,B8843B98-4EEF-402C-AA65-2F0B765C86BC,1964-05-30,0,2.45,1226.5,340.28,0.0,400.03,0.0,D9B2A6A5-7488-482A-BC78-EDC5069C84BF,1286.25,500.0,79.0,1341.0,3,-0.4723134885014653,0.060178970406542166,-0.05069191435889254,-0.10232710585527002,0.04438759652677082,-0.25038755974264815,0.040645714866550525,1.5529150890200718,0.4780945771133759,0.6385954095038083,61,55-64,4,0
49,A1368E3E-E444-4289-9A05-49BB626139EC,1986-09-16,0,1.0,103.0,152.93,0.0,205.38,0.0,13C74275-8EF5-4F9C-8124-07EF1FF563FA,155.45,103.0,48.0,318.0,1,-0.6575579165545518,-0.16188641852740315,-0.699782078067016,-0.10232710585527002,-0.06055273476023182,-0.25038755974264815,-0.03491667312807725,-0.14275408320032437,0.06556573871938176,-0.2984989376267299,38,35-44,2,1
50,F4B15461-1F02-440F-A804-D917C37D5C73,1965-12-21,0,21.4,1241.0,222.03,0.0,741.03,0.0,06BCE798-0058-44F3-AFF9-30FFD5FCBB4A,1760.0,58.0,24.0,815.0,4,1.9486395539854215,0.06304496786051832,-0.4603791940946043,-0.10232710585527002,0.22822860843978343,-0.25038755974264815,0.07230266685846325,-0.3349583974318554,-0.2538114264888717,0.1567658624943625,59,55-64,4,0
51,062D15E6-DC64-42FB-8A87-8BF17A7C2F89,1979-10-24,0,2.44,87.7,80.25,0.0,0.0,0.0,0A289548-B167-4F8A-A609-90795E8AB5B8,7.45,36.0,7.0,123.0,1,-0.4735910362811418,-0.16491053997884003,-0.9515881794724413,-0.10232710585527002,-0.1712778580056703,-0.25038755974264815,-0.04480633834138192,-0.42892495105615946,-0.48003691851138464,-0.47712395980703776,45,45-54,3,1
52,17E56552-5371-45CE-85AC-D15DB2E1C4AD,1967-12-19,0,2.5,85.0,200.05,200.0,118.3,200.0,192D8437-E194-4D50-BD2D-B3F9DFD1E782,3.25,34.0,6.0,149.0,2,-0.4659257496030831,-0.16544420847027008,-0.5365307916302571,0.5190800010064286,-0.10749958319831139,2.0487395454807555,-0.04508699100284056,-0.4374673650220053,-0.4933443003950619,-0.4533072901829967,57,55-64,4,0
53,B3E061C5-6529-497D-9989-67274ADB076A,1968-07-07,0,3.4,2254.2,196.98,0.0,1.78,0.0,015BFEF7-2C5E-4A37-8F92-94B6A536568F,2059.0,663.0,262.0,1392.0,7,-0.3509464494322019,0.26330901064456225,-0.5471670702669476,-0.10232710585527002,-0.17031821870594846,-0.25038755974264815,0.09228246347182875,2.2491218272365066,2.913345461826309,0.6853127229971196,57,55-64,4,2
54,E9A10374-5D61-487A-A2B9-6E3F4014622E,1944-12-23,1,4.4,228.8,400.81,0.0,402.91,0.0,EFD42F1A-35E0-4736-AB10-73978ACEC343,230.9,52.0,24.0,313.0,3,-0.22319167146455607,-0.1370214199266997,0.15901946866354003,-0.10232710585527002,0.04594027134879278,-0.25038755974264815,-0.02987494853115944,-0.3605856393293929,-0.2538114264888717,-0.3030790664005839,80,65+,5,0
55,3DA835CD-B04B-410E-A990-A3934C4442CA,1962-09-22,0,0.0,0.0,354.03,0.0,354.03,0.0,88EB868D-F586-4B64-B555-5611635290E1,0.0,0.0,0.0,26.0,2,-0.7853126945221974,-0.18224488320047513,-0.003053858575670229,-0.10232710585527002,0.019587929230587303,-0.25038755974264815,-0.04530416270515975,-0.5826884024413843,-0.5731885916971252,-0.5659784580198063,62,55-64,4,0
56,D20F99CA-0C3D-4CB7-AC5C-3EEC009A9081,2005-10-05,0,1.5,61.5,101.62,0.0,101.32,0.0,59BF2A47-440D-4E0E-8C42-C0F8D39E0305,61.2,41.0,20.0,213.0,1,-0.5936805275707289,-0.17008910089567972,-0.877549979320626,-0.10232710585527002,-0.11665389516981567,-0.25038755974264815,-0.04121465249533377,-0.40756891614154495,-0.30704095402358067,-0.3946816418776649,19,18-24,0,1
57,771DC8DB-2409-4EA2-AA93-CD0462989DE0,1957-01-19,1,10.22,910.0,1007.67,0.0,401.67,0.0,94177649-8B29-48F9-A765-270FA74457F9,304.0,89.0,37.0,274.0,1,0.5203411363071423,-0.002378836088868327,2.2615380528530884,-0.10232710585527002,0.0452717585782,-0.25038755974264815,-0.024990255780533963,-0.20255098096124513,-0.08081546200106776,-0.3388040708366455,68,65+,5,3
58,AE2CAA54-0042-4DE4-B75B-5860773A2945,1959-05-25,0,7.86,165.0,408.89,0.0,303.89,0.0,59BF2A47-440D-4E0E-8C42-C0F8D39E0305,60.0,21.0,11.0,83.0,8,0.21883986030349828,-0.14963180872419476,0.18701332253469896,-0.10232710585527002,-0.007443708122252726,-0.25038755974264815,-0.041294838970036246,-0.4929930558000032,-0.42680739097667575,-0.5137649899978701,66,65+,5,0
59,0AC7A087-0CCC-4F64-A495-8D72EC3A1F2B,1970-04-10,0,4.4,114.4,139.64,0.0,671.99,0.0,355C8FD7-FA5F-44C2-9921-8B1237350414,646.75,26.0,14.0,266.0,1,-0.22319167146455607,-0.15963315156358743,-0.7458264243476724,-0.10232710585527002,0.19100754256742453,-0.25038755974264815,-0.002086993943640904,-0.4716370208853886,-0.38688524532564406,-0.34613227687481196,55,55-64,4,0
60,6B1B6327-C610-47AA-AB7B-19EC7FE5D763,1983-06-04,1,4.4,726.0,393.5,0.0,437.0,0.0,355C8FD7-FA5F-44C2-9921-8B1237350414,769.5,165.0,81.0,659.0,1,-0.22319167146455607,-0.03874735550484157,0.13369334591624146,-0.10232710585527002,0.0643189813080731,-0.25038755974264815,0.00611541419779928,0.12206074974089619,0.5047093408807304,0.013865844750116207,42,35-44,2,1
61,5F8A83EC-A934-4834-96BD-E43BD4FE9DFA,1978-08-06,0,3.4,142.8,154.63,0.0,302.33,0.0,FE32B3D3-583D-4DD5-BA1F-50CF3DAFAC66,290.5,42.0,26.0,324.0,1,-0.3509464494322019,-0.1540197496537307,-0.6938922820792722,-0.10232710585527002,-0.008284740317514602,-0.25038755974264815,-0.025892353620936753,-0.403297709158622,-0.22719666272151728,-0.293002783098105,47,45-54,3,1
62,420C3D5E-8A0D-4C70-95EE-95F15B8710A6,1977-11-11,0,3.0,171.0,1.89,100.0,0.79,0.0,4C89C4C4-852C-410B-9AB1-A06B82903CFB,69.9,57.0,14.0,289.0,1,-0.4020483606192602,-0.1484458787432391,-1.2230731286486813,0.20837644757557927,-0.17085195067601847,-0.25038755974264815,-0.04063330055374086,-0.33922960441477834,-0.38688524532564406,-0.3250636845150834,47,45-54,3,1
